id,Lemma,POS,PL_full,PL,EN,PL_sentence,EN_sentence,media
5940,mrówka,NOUN,mrówka,mrówka,ant,Pracowita <b>mrówka</b> przenosiła ciężki kawałek kory.,A hardworking <b>ant</b> was carrying a heavy piece of bark.,
5941,mrowisko,NOUN,mrowisko,mrowisko,"anthill, ant mound",Nie wolno niszczyć <b>mrowisk</b> podczas spaceru po lesie.,You must not destroy <b>anthills</b> while walking in the forest.,
5942,mszyca,NOUN,mszyca,mszyca,aphid,"<b>Mszyca</b> to powszechny szkodnik, który niszczy liście róż.",The <b>aphid</b> is a common pest that destroys rose leaves.,
5943,trzmiel,NOUN,trzmiel,trzmiel,bumblebee,"Duży, puszysty <b>trzmiel</b> zbierał nektar z polnych kwiatów.","A large, fluffy <b>bumblebee</b> was collecting nectar from wildflowers.",
5944,gąsienica,NOUN,gąsienica,gąsienica,caterpillar,Z tej zielonej <b>gąsienicy</b> wkrótce wykluje się piękny motyl.,A beautiful butterfly will soon emerge from this green <b>caterpillar</b>.,
5945,cykada,NOUN,cykada,cykada,cicada,Głośna <b>cykada</b> cykała niestrudzenie w letni wieczór.,A loud <b>cicada</b> chirped tirelessly on a summer evening.,
5946,chrabąszcz,NOUN,chrabąszcz,chrabąszcz,"cockchafer, May bug",<b>Chrabąszcz</b> majowy często wpada wieczorem do oświetlonych pokoi.,The <b>cockchafer</b> often flies into lit rooms in the evening.,
5947,kokon,NOUN,kokon,kokon,cocoon,"Gąsienica jedwabnika przędzie jedwabny <b>kokon</b>, by się przepoczwarczyć.",The silkworm caterpillar spins a silk <b>cocoon</b> to pupate.,
5948,ważka,NOUN,ważka,ważka,dragonfly,Nad lustrem wody unosiła się błękitna <b>ważka</b>.,A blue <b>dragonfly</b> was hovering over the surface of the water.,
5949,pchła,NOUN,pchła,pchła,flea,"Mój pies drapie się, bo prawdopodobnie ugryzła go <b>pchła</b>.",My dog is scratching because a <b>flea</b> probably bit him.,
5950,bąk,NOUN,bąk,bąk,"gadfly, horsefly",Ten <b>bąk</b> nie przestaje latać wokół konia.,That <b>gadfly</b> won't stop flying around the horse.,
5951,bąk,NOUN,bąk,bąk,spinning top,Dziecko bawiło się drewnianym <b>bąkiem</b> na podłodze.,The child was playing with a wooden <b>spinning top</b> on the floor.,
5952,pasikonik,NOUN,pasikonik,pasikonik,grasshopper,W trawie głośno cykał zielony <b>pasikonik</b>.,A green <b>grasshopper</b> was chirping loudly in the grass.,
5953,giez,NOUN,giez,giez,"horsefly, botfly",<b>Giez</b> potrafi bardzo boleśnie ugryźć zwierzęta hodowlane.,A <b>horsefly</b> can bite livestock very painfully.,
5954,owad,NOUN,owad,owad,"insect, bug",Pszczoła to bardzo pożyteczny <b>owad</b> zapylający rośliny.,A bee is a very useful <b>insect</b> that pollinates plants.,
5955,ukąszenie owada,NOUN,ukąszenie owada,ukąszenie owada,"insect bite, sting",Moja ręka spuchła po <b>ukąszeniu owada</b>.,My arm swelled up after an <b>insect bite</b>.,
5956,larwa,NOUN,larwa,larwa,"larva, grub",Z małego jajeczka wykluła się głodna <b>larwa</b>.,A hungry <b>larva</b> hatched from the small egg.,
5957,szarańcza,NOUN,szarańcza,szarańcza,locust,Plaga <b>szarańczy</b> zniszczyła całe uprawy rolnika.,A plague of <b>locusts</b> destroyed all of the farmer's crops.,
5958,wesz,NOUN,wesz,wesz,louse,"<b>Wesz</b> jest pasożytem, który żyje w ludzkich włosach.",A <b>louse</b> is a parasite that lives in human hair.,
5959,czerw,NOUN,czerw,czerw,"maggot, grub",Wędkarze często używają <b>czerwi</b> jako przynęty na ryby.,Fishermen often use <b>maggots</b> as fish bait.,
5960,komar,NOUN,komar,komar,mosquito,W nocy ugryzł mnie <b>komar</b> i teraz swędzi mnie noga.,"A <b>mosquito</b> bit me at night, and now my leg is itchy.",
5961,mrówka faraona,NOUN,mrówka faraona,mrówka faraona,Pharaoh ant,<b>Mrówka faraona</b> jest trudna do wytępienia w budynkach mieszkalnych.,The <b>Pharaoh ant</b> is difficult to eradicate in residential buildings.,
5962,modliszka,NOUN,modliszka,modliszka,praying mantis,<b>Modliszka</b> potrafi nieruchomo czekać na swoją ofiarę.,The <b>praying mantis</b> can wait motionless for its prey.,
5963,poczwarka,NOUN,poczwarka,poczwarka,"pupa, chrysalis",Gąsienica zamieniła się w nieruchomą <b>poczwarkę</b>.,The caterpillar turned into a motionless <b>pupa</b>.,
5964,żądło,NOUN,żądło,żądło,"sting, stinger",Pszczoła traci <b>żądło</b> po wbiciu go w skórę.,A bee loses its <b>sting</b> after driving it into the skin.,
5965,tułów,NOUN,tułów,tułów,"thorax, torso","Ciało owada składa się z głowy, <b>tułowia</b> i odwłoka.","An insect's body consists of a head, <b>thorax</b>, and abdomen.",
5966,pędrak,NOUN,pędrak,pędrak,"white grub, larva",<b>Pędrak</b> chrabąszcza majowego podgryza korzenie roślin.,The <b>white grub</b> of the cockchafer gnaws at plant roots.,
5967,dosyć dawno temu,PHRASE,dosyć dawno temu,dosyć dawno temu,"a good while ago, quite long ago",Widziałem go <b>dosyć dawno temu</b> na konferencji.,I saw him <b>a good while ago</b> at a conference.,
5968,po krótkiej chwili,PHRASE,po krótkiej chwili,po krótkiej chwili,"after a short while, in a moment",<b>Po krótkiej chwili</b> ciszy wszyscy zaczęli klaskać.,"<b>After a short while</b> of silence, everyone started clapping.",
5969,starożytność,NOUN,starożytność,starożytność,"antiquity, ancient times",<b>Starożytność</b> to okres historyczny przed średniowieczem.,<b>Antiquity</b> is the historical period before the Middle Ages.,
5970,o zmierzchu,PHRASE,o zmierzchu,o zmierzchu,"at dusk, at twilight",Lubię spacerować po plaży <b>o zmierzchu</b>.,I like walking on the beach <b>at dusk</b>.,
5971,o północy,PHRASE,o północy,o północy,at midnight,Spotkajmy się <b>o północy</b> przed kinem.,Let's meet <b>at midnight</b> in front of the cinema.,
5972,w moich czasach,PHRASE,w moich czasach,w moich czasach,"in my day, in my time",<b>W moich czasach</b> dzieci bawiły się na dworze.,"<b>In my day</b>, children used to play outside.",
5973,przed,PREP,przed,przed,"before, in front of",Muszę być w domu <b>przed</b> kolacją.,I must be home <b>before</b> dinner.,
5974,przedtem,ADV,przedtem,przedtem,"before, previously, earlier",Nigdy <b>przedtem</b> go nie widziałem.,I have never seen him <b>before</b>.,
5975,data,NOUN,data,data,"date, calendar date",Dzisiejsza <b>data</b> to pierwszy maja.,Today's <b>date</b> is the first of May.,
5976,dzień,NOUN,dzień,dzień,day,To był bardzo długi <b>dzień</b> w pracy.,It was a very long <b>day</b> at work.,
5977,dzień po dniu,PHRASE,dzień po dniu,dzień po dniu,"day by day, day after day",<b>Dzień po dniu</b> staje się coraz silniejszy.,<b>Day by day</b> he is getting stronger.,
5978,wcześniej,ADV,wcześniej,wcześniej,"earlier, before, previously",Czy możemy spotkać się <b>wcześniej</b>?,Can we meet <b>earlier</b>?,
5979,wcześnie,ADV,wcześnie,wcześnie,early,Jutro muszę wstać bardzo <b>wcześnie</b>.,I have to get up very <b>early</b> tomorrow.,
5980,na początku zeszłego tygodnia,PHRASE,na początku zeszłego tygodnia,na początku zeszłego tygodnia,"early last week, at the beginning of last week",Rozmawialiśmy o tym <b>na początku zeszłego tygodnia</b>.,We talked about it <b>early last week</b>.,
5981,epoka,NOUN,epoka,epoka,"epoch, era, age",To była zupełnie inna <b>epoka</b> w historii.,That was a completely different <b>epoch</b> in history.,
5982,era,NOUN,era,era,"era, age",Nowa <b>era</b> technologii właśnie się zaczęła.,A new <b>era</b> of technology has just begun.,
5983,nawet w niedziele,PHRASE,nawet w niedziele,nawet w niedziele,even on Sundays,Ten sklep jest otwarty <b>nawet w niedziele</b>.,This shop is open <b>even on Sundays</b>.,
5984,co drugi dzień,PHRASE,co drugi dzień,co drugi dzień,"every other day, every second day",Chodzę na siłownię <b>co drugi dzień</b>.,I go to the gym <b>every other day</b>.,
5985,do późna w nocy,PHRASE,do późna w nocy,do późna w nocy,"late into the night, until late at night","Pracował <b>do późna w nocy</b>, żeby skończyć projekt.",He worked <b>late into the night</b> to finish the project.,
5986,dalej,ADV,dalej,dalej,"farther, further, next","Musimy iść <b>dalej</b>, żeby dojść do celu.",We must go <b>farther</b> to reach the destination.,
5987,najdalej,ADV,najdalej,najdalej,"farthest, furthest",On rzucił piłkę <b>najdalej</b> ze wszystkich.,He threw the ball the <b>farthest</b> of all.,
5988,przez kilka minut,PHRASE,przez kilka minut,przez kilka minut,for a few minutes,Proszę poczekać tutaj <b>przez kilka minut</b>.,Please wait here <b>for a few minutes</b>.,
5989,dwa tygodnie,NOUN,dwa tygodnie,dwa tygodnie,"two weeks, fortnight",Urlop trwał <b>dwa tygodnie</b>.,The vacation lasted <b>two weeks</b>.,
5990,od tej pory,PHRASE,od tej pory,od tej pory,"from now on, since then, henceforth",<b>Od tej pory</b> będziemy bardziej uważać.,"<b>From now on</b>, we will be more careful.",
5991,od czasu do czasu,PHRASE,od czasu do czasu,od czasu do czasu,"from time to time, occasionally",Lubię czytać książki <b>od czasu do czasu</b>.,I like to read books <b>from time to time</b>.,
5992,przyszłość,NOUN,przyszłość,przyszłość,future,"Nikt nie wie, co przyniesie <b>przyszłość</b>.",No one knows what the <b>future</b> will bring.,
5993,pół godziny,PHRASE,pół godziny,pół godziny,half an hour,Pociąg przyjedzie za <b>pół godziny</b>.,The train will arrive in <b>half an hour</b>.,
5994,godzinny,ADJ,godzinny,godzinny,"hourly, hour-long",Zaplanowaliśmy <b>godzinny</b> spacer po parku.,We planned an <b>hour-long</b> walk in the park.,
5995,dokładnie za 10 minut,PHRASE,dokładnie za 10 minut,dokładnie za 10 minut,"in 10 minutes flat, exactly in 10 minutes",Spotkanie zaczyna się <b>dokładnie za 10 minut</b>.,The meeting starts <b>in 10 minutes flat</b>.,
5996,za następne pięć lat,PHRASE,za następne pięć lat,za następne pięć lat,"in another 5 years, in five years' time",Skończę studia <b>za następne pięć lat</b>.,I will finish my studies <b>in another 5 years</b>.,
5997,dawniej,ADV,dawniej,dawniej,"in earlier times, formerly",<b>Dawniej</b> ludzie nie mieli telefonów komórkowych.,"<b>In earlier times</b>, people didn't have mobile phones.",
5998,po południu,ADV,po południu,po południu,"in the afternoon, p.m.",Zawsze piję kawę <b>po południu</b>.,I always drink coffee <b>in the afternoon</b>.,
5999,w wyznaczonym czasie,PHRASE,w wyznaczonym czasie,w wyznaczonym czasie,"in the allotted time, on schedule",Musimy ukończyć projekt <b>w wyznaczonym czasie</b>.,We must complete the project <b>in the allotted time</b>.,
6000,wieczorem,ADV,wieczorem,wieczorem,"in the evening, at night",Lubię oglądać filmy <b>wieczorem</b>.,I like to watch movies <b>in the evening</b>.,
6001,w najbliższej przyszłości,PHRASE,w najbliższej przyszłości,w najbliższej przyszłości,"in the foreseeable future, soon",Nie spodziewamy się zmian <b>w najbliższej przyszłości</b>.,We don't expect changes <b>in the foreseeable future</b>.,
6002,tylko w lipcu,PHRASE,tylko w lipcu,tylko w lipcu,"in the month of July alone, only in July",Ta oferta jest dostępna <b>tylko w lipcu</b>.,This offer is available <b>in July alone</b>.,
6003,w niedalekiej przyszłości,PHRASE,w niedalekiej przyszłości,w niedalekiej przyszłości,"in the near future, soon",Mam nadzieję odwiedzić cię <b>w niedalekiej przyszłości</b>.,I hope to visit you <b>in the near future</b>.,
6004,w ciągu kilku najbliższych dni,PHRASE,w ciągu kilku najbliższych dni,w ciągu kilku najbliższych dni,in the next few days,Przesyłka powinna dotrzeć <b>w ciągu kilku najbliższych dni</b>.,The package should arrive <b>in the next few days</b>.,
6005,w tym samym momencie,PHRASE,w tym samym momencie,w tym samym momencie,"in the same breath, at the same moment",Ona go krytykuje i chwali <b>w tym samym momencie</b>.,She criticizes and praises him <b>in the same breath</b>.,
6006,nad ranem,ADV,nad ranem,nad ranem,"in the small hours, at dawn",Wrócił do domu dopiero <b>nad ranem</b>.,He didn't come home until <b>the small hours</b>.,
6007,w przeciągu dwóch godzin,PHRASE,w przeciągu dwóch godzin,w przeciągu dwóch godzin,"in the space of two hours, within two hours",Pożar został ugaszony <b>w przeciągu dwóch godzin</b>.,The fire was extinguished <b>in the space of two hours</b>.,
6008,wówczas,ADV,wówczas,wówczas,"in those days, then",Życie <b>wówczas</b> było znacznie prostsze.,Life <b>in those days</b> was much simpler.,
6009,chwila,NOUN,chwila,chwila,"instant, moment",Każda <b>chwila</b> spędzona z rodziną jest ważna.,Every <b>moment</b> spent with family is important.,
6010,chwilowy,ADJ,chwilowy,chwilowy,"instantaneous, momentary, temporary",To był tylko <b>chwilowy</b> błąd systemu.,It was just a <b>momentary</b> system error.,
6011,właśnie teraz,PHRASE,właśnie teraz,właśnie teraz,"just now, right now",Muszę wyjść <b>właśnie teraz</b>.,I have to leave <b>just now</b>.,
6012,wskazywać czas,PHRASE,wskazywać czas,wskazywać czas,"tell the time, keep time",Ten zegar precyzyjnie <b>wskazuje czas</b>.,This clock accurately <b>tells the time</b>.,
6013,upływ czasu,PHRASE,upływ czasu,upływ czasu,"passage of time, lapse of time",Zauważył <b>upływ czasu</b> po siwych włosach.,He noticed the <b>passage of time</b> by the gray hair.,
6014,późno,ADV,późno,późno,late,Jest już bardzo <b>późno</b>.,It is already very <b>late</b>.,
6015,później,ADV,później,później,"later, afterwards",Zrobimy to <b>później</b>.,We will do it <b>later</b>.,
6016,rok przestępny,NOUN,rok przestępny,rok przestępny,leap year,Luty ma dwadzieścia dziewięć dni w <b>rok przestępny</b>.,February has twenty-nine days in a <b>leap year</b>.,
6017,dawno,ADV,dawno,dawno,"long ago, a long time ago",Widzieliśmy się bardzo <b>dawno</b> temu.,We saw each other a very <b>long time ago</b>.,
6018,północ,NOUN,północ,północ,midnight,Wrócili do domu o <b>północy</b>.,They returned home at <b>midnight</b>.,
6019,północ,NOUN,północ,północ,north,Gdańsk leży na <b>północy</b> Polski.,Gdansk is located in the <b>north</b> of Poland.,
6020,w środku tygodnia,PHRASE,w środku tygodnia,w środku tygodnia,"midweek, in the middle of the week",Zwykle robię zakupy <b>w środku tygodnia</b>.,I usually do the shopping <b>midweek</b>.,
6021,miesiąc,NOUN,miesiąc,miesiąc,month,Luty to najkrótszy <b>miesiąc</b> w roku.,February is the shortest <b>month</b> of the year.,
6022,miesięcznie,ADV,miesięcznie,miesięcznie,"monthly, per month",Zarabiam określoną kwotę <b>miesięcznie</b>.,I earn a certain amount <b>monthly</b>.,
6023,poranek,NOUN,poranek,poranek,morning,Dzisiejszy <b>poranek</b> był bardzo zimny.,This <b>morning</b> was very cold.,
6024,noc,NOUN,noc,noc,night,Gwiazdy świecą w <b>nocy</b>.,Stars shine at <b>night</b>.,
6025,południe,NOUN,południe,południe,"noon, midday",Zjemy lunch w <b>południe</b>.,We will eat lunch at <b>noon</b>.,
6026,południe,NOUN,południe,południe,south,Ptaki odlatują na <b>południe</b>.,Birds fly to the <b>south</b>.,
6027,niedługo potem,PHRASE,niedługo potem,niedługo potem,"shortly after, not long afterward",Wyszli z kina i <b>niedługo potem</b> zaczęło padać.,They left the cinema and <b>shortly after</b> it started raining.,
6028,obecnie,ADV,obecnie,obecnie,"currently, nowadays, at present",<b>Obecnie</b> pracuję nad nowym projektem.,I am <b>currently</b> working on a new project.,
6029,punktualnie o piątej,PHRASE,punktualnie o piątej,punktualnie o piątej,"at five o'clock sharp, on the stroke of five",Spotkanie zacznie się <b>punktualnie o piątej</b>.,The meeting will start <b>at five o'clock sharp</b>.,
6030,przeszłość,NOUN,przeszłość,przeszłość,past,Musimy zapomnieć o <b>przeszłości</b>.,We must forget about the <b>past</b>.,
6031,okres,NOUN,okres,okres,"period, interval, span",To był trudny <b>okres</b> w moim życiu.,It was a difficult <b>period</b> in my life.,
6032,kwadrans,NOUN,kwadrans,kwadrans,"quarter, fifteen minutes",Czekałem na autobus przez <b>kwadrans</b>.,I waited for the bus for a <b>quarter</b> of an hour.,
6033,rzadko,ADV,rzadko,rzadko,"rarely, seldom",Bardzo <b>rzadko</b> jem mięso.,I eat meat very <b>rarely</b>.,
6034,zegar słoneczny,NOUN,zegar słoneczny,zegar słoneczny,"sundial, solar clock",Ten stary <b>zegar słoneczny</b> wciąż pokazuje czas.,This old <b>sundial</b> still shows the time.,
6035,kilka miesięcy później,PHRASE,kilka miesięcy później,kilka miesięcy później,several months later,Przeprowadził się do Londynu <b>kilka miesięcy później</b>.,He moved to London <b>several months later</b>.,
6036,kiedy indziej,PHRASE,kiedy indziej,kiedy indziej,"some other time, another time",Porozmawiamy o tym <b>kiedy indziej</b>.,We will talk about it <b>some other time</b>.,
6037,czasami,ADV,czasami,czasami,"sometimes, occasionally",<b>Czasami</b> lubię wyjść na długi spacer.,<b>Sometimes</b> I like to go for a long walk.,
6038,nagły,ADJ,nagły,nagły,"sudden, abrupt",Jego <b>nagły</b> wyjazd wszystkich zaskoczył.,His <b>sudden</b> departure surprised everyone.,
6039,czas letni,NOUN,czas letni,czas letni,"daylight saving time, summer time",W marcu zmieniamy czas na <b>czas letni</b>.,"In March, we change the time to <b>daylight saving time</b>.",
6040,nadchodzący rok,PHRASE,nadchodzący rok,nadchodzący rok,"the coming year, next year",Mamy ambitne plany na <b>nadchodzący rok</b>.,We have ambitious plans for <b>the coming year</b>.,
6041,wieczór mijał,PHRASE,wieczór mijał,wieczór mijał,"the evening wore on, the evening passed",<b>Wieczór mijał</b> nam na rozmowach.,<b>The evening wore on</b> as we talked.,
6042,stare dobre czasy,PHRASE,stare dobre czasy,stare dobre czasy,the good old days,Często wspominamy <b>stare dobre czasy</b>.,We often reminisce about <b>the good old days</b>.,
6043,tydzień wcześniej,PHRASE,tydzień wcześniej,tydzień wcześniej,"a week earlier, the week before",Powinieneś był mi o tym powiedzieć <b>tydzień wcześniej</b>.,You should have told me about it <b>a week earlier</b>.,
6044,potem,ADV,potem,potem,"then, later, afterwards","Zjedliśmy obiad, a <b>potem</b> poszliśmy do kina.",We had dinner and <b>then</b> we went to the cinema.,
6045,w dzisiejszych czasach,PHRASE,w dzisiejszych czasach,w dzisiejszych czasach,"nowadays, these days",<b>W dzisiejszych czasach</b> trudno o dobrą pracę.,<b>Nowadays</b> it is hard to find a good job.,
6046,za dwa tygodnie,PHRASE,za dwa tygodnie,za dwa tygodnie,"in two weeks, two weeks away",Wakacje zaczynają się <b>za dwa tygodnie</b>.,The holidays start <b>in two weeks</b>.,
6047,trzy godziny z rzędu,PHRASE,trzy godziny z rzędu,trzy godziny z rzędu,"three hours on end, three hours in a row",On potrafi czytać przez <b>trzy godziny z rzędu</b>.,He can read for <b>three hours on end</b>.,
6048,przez trzy kolejne lata,PHRASE,przez trzy kolejne lata,przez trzy kolejne lata,"for three consecutive years, three years in succession",Mieszkali we Francji <b>przez trzy kolejne lata</b>.,They lived in France <b>for three consecutive years</b>.,
6049,pod koniec tygodnia,PHRASE,pod koniec tygodnia,pod koniec tygodnia,"toward the end of the week, late in the week",Spotkamy się <b>pod koniec tygodnia</b>.,We will meet <b>toward the end of the week</b>.,
6050,pierwsza dwadzieścia,PHRASE,pierwsza dwadzieścia,pierwsza dwadzieścia,"one twenty, twenty past one",Jest teraz <b>pierwsza dwadzieścia</b>.,It is <b>one twenty</b> now.,
6051,tydzień,NOUN,tydzień,tydzień,week,Mam bardzo zajęty <b>tydzień</b>.,I have a very busy <b>week</b>.,
6052,kiedykolwiek,ADV,kiedykolwiek,kiedykolwiek,"whenever, at any time","Zadzwoń do mnie, <b>kiedykolwiek</b> będziesz potrzebować pomocy.",Call me <b>whenever</b> you need help.,
6053,rok,NOUN,rok,rok,"year, annum",Ten <b>rok</b> był dla nas bardzo trudny.,This <b>year</b> was very difficult for us.,
6054,Wieczór mija,PHRASE,Wieczór mija,Wieczór mija,"evening is passing, evening wears on",<b>Wieczór mija</b> nam w bardzo miłej atmosferze.,The <b>evening is passing</b> in a very pleasant atmosphere.,
6055,Zmierzę ci czas.,PHRASE,Zmierzę ci czas.,Zmierzę ci czas.,I will time you,"Zacznij biec, a ja <b>zmierzę ci czas</b>.",Start running and <b>I will time you</b>.,
6056,Wszystko w swoim czasie.,PHRASE,Wszystko w swoim czasie.,Wszystko w swoim czasie.,"all in good time, everything in its own time","Nie martw się, <b>wszystko w swoim czasie</b> się wyjaśni.","Don't worry, <b>all in good time</b> everything will be clear.",
6057,Wyścig z czasem.,PHRASE,Wyścig z czasem.,Wyścig z czasem.,race against time,"To był prawdziwy <b>wyścig z czasem</b>, aby zdążyć na pociąg.",It was a real <b>race against time</b> to catch the train.,
6058,Wyprzedził swoją epokę.,PHRASE,Wyprzedził swoją epokę.,Wyprzedził swoją epokę.,"he's ahead of his times, ahead of his era",Ten wynalazca zdecydowanie <b>wyprzedził swoją epokę</b>.,This inventor was definitely <b>ahead of his times</b>.,
6059,Tuż przed dziewiątą.,PHRASE,Tuż przed dziewiątą.,Tuż przed dziewiątą.,shortly before nine o'clock,Pociąg odjechał <b>tuż przed dziewiątą</b> rano.,The train left <b>shortly before nine o'clock</b> in the morning.,
6060,Minęło wiele lat.,PHRASE,Minęło wiele lat.,Minęło wiele lat.,"many years passed, many years have passed","<b>Minęło wiele lat</b>, odkąd ostatni raz go widziałem.",<b>Many years passed</b> since I last saw him.,
6061,"Nikt nie wie, kiedy stworzono pierwszy kalendarz.",PHRASE,"Nikt nie wie, kiedy stworzono pierwszy kalendarz.","Nikt nie wie, kiedy stworzono pierwszy kalendarz.",no one knows when the first calendar was developed,"<b>Nikt nie wie, kiedy stworzono pierwszy kalendarz</b>, ale to fascynujące.","<b>No one knows when the first calendar was developed</b>, but it's fascinating.",
6062,Pamiętamy przeszłość.,PHRASE,Pamiętamy przeszłość.,Pamiętamy przeszłość.,we remember the past,"Zawsze <b>pamiętamy przeszłość</b>, ale patrzymy w przyszłość.","We always <b>remember the past</b>, but we look to the future.",
6063,Nie znamy przyszłości.,PHRASE,Nie znamy przyszłości.,Nie znamy przyszłości.,we do not know the future,"<b>Nie znamy przyszłości</b>, więc musimy być ostrożni.","<b>We do not know the future</b>, so we must be careful.",
6064,Wszystko ma swój czas i miejsce.,PHRASE,Wszystko ma swój czas i miejsce.,Wszystko ma swój czas i miejsce.,there's a time and a place for everything,"Pamiętaj, że <b>wszystko ma swój czas i miejsce</b> w życiu.",Remember that <b>there's a time and a place for everything</b> in life.,
6065,Dlaczego akurat dzisiaj?,PHRASE,Dlaczego akurat dzisiaj?,Dlaczego akurat dzisiaj?,"why this day of all others, why today of all days",<b>Dlaczego akurat dzisiaj</b> musisz wyjechać?,<b>Why this day of all others</b> do you have to leave?,
6066,Minęła druga godzina.,PHRASE,Minęła druga godzina.,Minęła druga godzina.,"it has turned two o'clock, it's past two o'clock","Spójrz na zegarek, właśnie <b>minęła druga godzina</b>.","Look at your watch, <b>it has turned two o'clock</b> just now.",
6067,Było po pierwszej.,PHRASE,Było po pierwszej.,Było po pierwszej.,"it was past one, it was after one o'clock","Kiedy wrócił do domu, <b>było po pierwszej</b> w nocy.","When he returned home, <b>it was past one</b> o'clock in the morning.",
6068,Zbliża się godzina dziesiąta.,PHRASE,Zbliża się godzina dziesiąta.,Zbliża się godzina dziesiąta.,"it's coming up to ten o'clock, it's nearly ten","Pospiesz się, bo <b>zbliża się godzina dziesiąta</b>.","Hurry up, because <b>it's coming up to ten o'clock</b>.",
6069,Nie czekaj już dłużej.,PHRASE,Nie czekaj już dłużej.,Nie czekaj już dłużej.,don't wait any longer,"Jeśli chcesz to zrobić, <b>nie czekaj już dłużej</b>.","If you want to do it, <b>don't wait any longer</b>.",
6070,Urodził się na przełomie wieków.,PHRASE,Urodził się na przełomie wieków.,Urodził się na przełomie wieków.,he was born at the turn of the century,Ten słynny kompozytor <b>urodził się na przełomie wieków</b>.,This famous composer <b>was born at the turn of the century</b>.,
6071,Przed chwilą tutaj był.,PHRASE,Przed chwilą tutaj był.,Przed chwilą tutaj był.,he was here just now,Gdzie on poszedł? <b>Przed chwilą tutaj był</b>.,Where did he go? <b>He was here just now</b>.,
6072,Przyszłość maluje się w ciemnych barwach.,PHRASE,Przyszłość maluje się w ciemnych barwach.,Przyszłość maluje się w ciemnych barwach.,"the future is dark, the future looks bleak","Niestety, <b>przyszłość maluje się w ciemnych barwach</b> dla gospodarki.","Unfortunately, <b>the future is dark</b> for the economy.",
6073,koniec,NOUN,koniec,koniec,"end, finish, conclusion","Wiedzieliśmy, że to już <b>koniec</b> na ten rok.",We knew it was all over for that <b>year</b>.,
6074,kilka,NUM,kilka,kilka,"several, a few, some",<b>Kilka</b> godzin później wróciliśmy do domu.,<b>Several</b> hours later we returned home.,
6075,czas,NOUN,czas,czas,"time, duration",Na to trzeba więcej <b>czasu</b>.,That takes more <b>time</b>.,
6076,październik,NOUN,październik,październik,October,Musiał to być koniec <b>października</b>.,It must have been late in <b>October</b>.,
6077,data,NOUN,data,data,date,Nie pamiętam dokładnej <b>daty</b>.,I have forgotten the exact <b>date</b>.,
6078,chwila,NOUN,chwila,chwila,"moment, instant, while",W jednej <b>chwili</b> kościół opustoszał.,In a <b>moment</b> the church became empty.,
6079,szesnasta,NUM,szesnasta,szesnasta,"four o'clock, sixteenth",Musiało być już po <b>szesnastej</b>.,It must have been past <b>four o'clock</b>.,
6080,północ,NOUN,północ,północ,midnight,Zegar na wieży wybił <b>północ</b>.,The clock in the tower struck <b>midnight</b>.,
6081,północ,NOUN,północ,północ,"north, northern direction",Mieszkamy na dalekiej <b>północy</b>.,We live in the far <b>north</b>.,
6082,marcowy,ADJ,marcowy,marcowy,"March (adj), of March",Pewnego <b>marcowego</b> wieczoru poszliśmy na spacer.,One <b>March</b> evening we went for a walk.,
6083,minuta,NOUN,minuta,minuta,minute,Poczekaj jeszcze kilka <b>minut</b>.,Wait for a few <b>minutes</b> more.,
6084,długo,ADV,długo,długo,"long, for a long time",Nie musieliśmy <b>długo</b> czekać.,We had not <b>long</b> to wait.,
6085,daleko od siebie,PHRASE,daleko od siebie,daleko od siebie,"far apart, a long way apart",Mieszkamy bardzo <b>daleko od siebie</b>.,We live <b>a long way apart</b>.,
6086,wzdłuż całej drogi,PHRASE,wzdłuż całej drogi,wzdłuż całej drogi,all along the road,Drzewa rosły <b>wzdłuż całej drogi</b>.,Trees grew <b>all along the road</b>.,
6087,po całym pokoju,PHRASE,po całym pokoju,po całym pokoju,"all over the room, around the room",Zabawki były rozrzucone <b>po całym pokoju</b>.,Toys were scattered <b>all over the room</b>.,
6088,na całym świecie,PHRASE,na całym świecie,na całym świecie,"all over the world, worldwide",Ten problem jest znany <b>na całym świecie</b>.,This problem is known <b>all over the world</b>.,
6089,wśród,PREP,wśród,wśród,"among, amidst, in the middle of",Czuł się dobrze <b>wśród</b> przyjaciół.,He felt good <b>among</b> friends.,
6090,gdzieś,ADV,gdzieś,gdzieś,"somewhere, anywhere",Musiałem <b>gdzieś</b> zostawić klucze.,I must have left my keys <b>somewhere</b>.,
6091,gdziekolwiek na świecie,PHRASE,gdziekolwiek na świecie,gdziekolwiek na świecie,anywhere in the world,Możesz zamieszkać <b>gdziekolwiek na świecie</b>.,You can live <b>anywhere in the world</b>.,
6092,z bliska,PHRASE,z bliska,z bliska,"up close, at close quarters",Chcę to zobaczyć <b>z bliska</b>.,I want to see it <b>at close quarters</b>.,
6093,tylny,ADJ,tylny,tylny,"back, rear, posterior",Otworzył <b>tylne</b> drzwi do ogrodu.,He opened the <b>back</b> door to the garden.,
6094,poniżej,ADV,poniżej,poniżej,"below, underneath",Więcej informacji znajdziesz <b>poniżej</b>.,You will find more information <b>below</b>.,
6095,obok,PREP,obok,obok,"beside, next to",Usiądź proszę <b>obok</b> mnie.,Please sit <b>beside</b> me.,
6096,środek,NOUN,środek,środek,"middle, center",Stół stoi na samym <b>środku</b> pokoju.,The table stands right in the <b>middle</b> of the room.,
